gender,married,dependents,self_employed,applicantincome,coapplicantincome,loanamount,loan_amount_term,credit_history,property_area,loan_status
male,yes,2,no,37,3,11,37,1,semiurban,y
female,yes,1,yes,195,1,61,37,1,semiurban,y
male,yes,0,no,60,21,22,37,1,rural,y
male,no,0,yes,58,1,14,37,1,semiurban,y
male,yes,2,no,88,1,26,37,0,urban,n
male,yes,0,no,45,1,13,37,nil,rural,y
male,no,0,no,34,1,8,37,1,urban,y
male,yes,3,no,34,25,13,37,0,rural,n
female,no,0,no,24,1,1,37,1,urban,n
male,yes,0,no,32,21,11,37,0,urban,n
male,yes,1,no,35,18,19,37,1,urban,y
male,yes,nil,no,52,15,17,37,0,urban,n
male,yes,2,no,167,1,28,37,1,urban,y
male,yes,2,no,62,17,19,37,1,semiurban,n
male,yes,3,no,65,1,16,37,1,semiurban,n
male,yes,2,no,32,5,11,37,1,urban,y
nil,yes,0,no,31,23,14,37,0,semiurban,n
male,no,0,no,33,28,12,37,1,urban,y
male,yes,1,no,18,23,11,37,1,rural,y
male,no,0,nil,32,30,17,19,1,urban,y
male,yes,2,no,66,1,21,19,1,semiurban,y
male,no,0,no,19,339,10,37,1,urban,n
female,yes,0,no,32,1,4,37,1,semiurban,y
male,yes,1,no,19,1,7,37,nil,rural,n
male,yes,1,no,28,20,15,37,0,rural,n
male,yes,1,no,43,30,18,37,1,rural,n
male,yes,0,no,23,16,11,4,1,urban,y
female,no,0,no,22,1,8,37,1,semiurban,y
nil,no,0,no,48,1,10,37,1,semiurban,y
male,yes,2,yes,28,1,11,37,0,semiurban,n
male,yes,0,no,30,35,6,37,1,semiurban,y
male,yes,2,yes,60,1,21,37,1,semiurban,n
nil,no,3,yes,94,1,30,37,1,semiurban,y
male,yes,0,no,39,33,15,37,1,rural,y
male,yes,0,yes,162,1,27,19,1,urban,y
male,no,0,no,39,1,12,37,1,rural,y
male,yes,2,yes,64,10,19,37,1,rural,n
male,no,nil,no,30,1,9,37,0,semiurban,n
male,yes,0,yes,100,1,19,37,1,rural,y
male,yes,2,no,58,1,20,37,1,urban,y
female,no,3,nil,5,417,36,37,nil,urban,n
male,yes,0,nil,29,28,16,37,1,rural,y
male,yes,3,no,58,1,13,37,1,urban,y
male,no,0,no,37,44,18,37,1,rural,y
female,yes,1,no,120,1,50,37,1,semiurban,y
male,yes,0,no,24,38,nil,37,1,urban,n
male,yes,1,no,34,25,18,37,1,semiurban,y
male,yes,2,no,40,15,16,37,1,rural,y
male,yes,0,no,33,20,11,37,1,rural,y
female,no,0,no,29,1,8,37,1,rural,y
male,yes,3,no,42,1,5,37,1,rural,y
male,yes,1,no,81,3,26,37,1,urban,y
male,yes,2,no,76,1,19,37,1,urban,y
female,no,0,yes,46,1,14,37,0,semiurban,n
