Gender;Married;Dependents;Self_Employed;ApplicantIncome;CoapplicantIncome;LoanAmount;Loan_Amount__term;Credit_History;Property_Area;Loan_Status
Female;Yes;0;Yes;5500;0;Medium_High;Medium_long_term;0;Rural;N
Female;Yes;0;No;2423;505;Medium_High;Medium_long_term;1;Semiurban;Y
Female;No;NIL;No;3813;0;Medium_High;Medium_short_term;1;Urban;Y
Male;Yes;2;No;8333;3167;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;1;No;3875;0;Medium_Low;Medium_long_term;1;Urban;N
Male;Yes;0;No;3000;1666;Medium_Low;Long_term;0;Urban;N
Male;Yes;3;No;5167;3167;Medium_High;Medium_long_term;1;Semiurban;Y
Female;No;1;No;4723;0;Medium_Low;Medium_long_term;1;Semiurban;N
Male;Yes;2;No;5000;3667;High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;4750;2333;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;0;No;3013;3033;Medium_Low;Medium_long_term;NIL;Urban;Y
Male;No;0;Yes;6822;0;Medium_High;Medium_long_term;1;Rural;Y
Male;No;0;No;6216;0;Medium_High;Medium_long_term;1;Rural;N
Male;No;0;No;2500;0;Medium_Low;Long_term;1;Semiurban;N
Male;No;0;No;5124;0;Medium_High;NIL;0;Rural;N
Male;Yes;1;No;6325;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;19730;5266;Very_high;Medium_long_term;1;Rural;N
Female;No;0;Yes;15759;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;5185;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;Yes;9323;7873;High;Medium_long_term;1;Rural;Y
Male;No;1;No;3062;1987;Medium_High;Medium_short_term;0;Urban;N
Female;No;0;NIL;2764;1459;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;0;No;4817;923;Medium_High;Medium_short_term;1;Urban;Y
Male;Yes;3;No;8750;4996;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;4310;0;Medium_High;Medium_long_term;NIL;Semiurban;Y
Male;No;0;No;3069;0;Medium_Low;Long_term;1;Urban;N
Male;Yes;2;No;5391;0;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;0;NIL;3333;2500;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;5941;4232;High;Medium_long_term;1;Semiurban;Y
Female;No;0;No;6000;0;Medium_High;Medium_long_term;1;Urban;Y
Male;No;0;Yes;7167;0;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;2;No;4566;0;Medium_Low;Medium_long_term;1;Urban;N
Male;No;1;NIL;3667;0;Medium_High;Medium_short_term;1;Urban;Y
Male;No;0;No;2346;1600;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;3010;3136;NIL;Medium_long_term;0;Urban;N
Male;Yes;0;No;2333;2417;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;0;No;5488;0;Medium_High;Medium_long_term;1;Rural;Y
Male;No;3;No;9167;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;3;No;9504;0;High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;2583;2115;Medium_High;Medium_long_term;NIL;Urban;Y
Male;Yes;2;No;1993;1625;Medium_High;Medium_short_term;1;Semiurban;Y
Male;Yes;2;No;3100;1400;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;2;No;3276;484;Medium_High;Medium_long_term;NIL;Semiurban;Y
Female;No;0;No;3180;0;Medium_Low;Medium_long_term;0;Urban;N
Male;Yes;0;No;3033;1459;Medium_Low;Medium_long_term;1;Urban;Y
Male;No;0;No;3902;1666;Medium_High;Medium_long_term;1;Rural;Y
Female;No;0;No;1500;1800;Medium_High;Medium_long_term;0;Semiurban;N
Male;Yes;2;No;2889;0;Low;Medium_short_term;0;Urban;N
Male;No;0;No;2755;0;Medium_Low;Medium_long_term;1;Rural;N
Male;No;0;No;2500;20000;Medium_High;Medium_long_term;1;Semiurban;Y
Female;No;0;No;1963;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Female;No;0;Yes;7441;0;Medium_High;Medium_long_term;1;Rural;N
Female;No;0;No;4547;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;2167;2400;Medium_High;Medium_long_term;1;Urban;Y
Female;No;0;No;2213;0;Medium_Low;Medium_long_term;1;Rural;Y
Male;Yes;1;No;8300;0;Medium_High;Medium_long_term;0;Semiurban;N
Male;Yes;3;No;81000;0;High;Medium_long_term;0;Rural;N
Female;No;1;Yes;3867;0;Medium_Low;Medium_long_term;1;Semiurban;N
Male;Yes;0;NIL;6256;0;Medium_High;Medium_long_term;NIL;Urban;Y
Male;Yes;0;No;6096;0;High;Medium_long_term;0;Rural;N
Male;Yes;0;No;2253;2033;Medium_High;Medium_long_term;1;Rural;Y
Female;Yes;0;No;2149;3237;Medium_High;Medium_long_term;0;Semiurban;N
Female;No;0;No;2995;0;Medium_Low;Medium_long_term;1;Urban;Y
Female;No;1;No;2600;0;Medium_High;Medium_long_term;1;Urban;N
Male;Yes;2;Yes;1600;20000;High;Medium_long_term;1;Urban;N
Male;Yes;0;No;1025;2773;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;3246;1417;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;5829;0;Medium_High;Medium_long_term;1;Rural;Y
Female;No;0;No;2720;0;Medium_Low;NIL;0;Urban;N
Male;Yes;0;No;1820;1719;Medium_Low;Medium_long_term;1;Urban;Y
Male;Yes;1;No;7250;1667;Medium_High;NIL;0;Urban;N
Male;Yes;0;No;14880;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;2666;4300;Medium_High;Medium_long_term;1;Rural;Y
Female;No;1;No;4606;0;Medium_Low;Medium_long_term;1;Rural;N
Male;Yes;2;No;5935;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;2920;16.12000084;Medium_Low;Medium_long_term;1;Rural;Y
Male;No;0;No;2717;0;Medium_Low;Medium_short_term;1;Urban;Y
Female;No;1;Yes;8624;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;6500;0;Medium_High;Medium_long_term;0;Rural;N
Male;No;0;NIL;12876;0;Very_high;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;2425;2340;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;3750;0;Medium_Low;Medium_long_term;1;Urban;Y
Female;NIL;NIL;No;10047;0;NIL;Medium_long_term;1;Semiurban;Y
Male;No;0;No;1926;1851;Low;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;2213;1125;NIL;Medium_long_term;1;Urban;Y
Male;No;0;Yes;10416;0;Medium_High;Medium_long_term;0;Urban;N
Female;Yes;0;Yes;7142;0;Medium_High;Medium_long_term;1;Rural;Y
Male;No;0;No;3660;5064;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;7901;1833;Medium_High;Medium_long_term;1;Rural;Y
Male;No;3;No;4707;1993;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;1;No;37719;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;7333;8333;Medium_High;Medium_long_term;NIL;Rural;Y
Male;Yes;1;Yes;3466;1210;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;2;No;4652;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;NIL;3539;1376;Medium_Low;Medium_long_term;1;Rural;N
Male;Yes;2;No;3340;1710;Medium_High;Medium_long_term;0;Rural;N
Male;No;1;Yes;2769;1542;Medium_High;Medium_long_term;NIL;Semiurban;N
Male;Yes;2;No;2309;1255;Medium_High;Medium_long_term;0;Rural;N
Male;Yes;2;No;1958;1456;Medium_Low;Medium_long_term;NIL;Urban;Y
Male;Yes;0;No;3948;1733;Medium_High;Medium_long_term;0;Rural;N
Male;Yes;0;No;2483;2466;Medium_Low;Medium_short_term;0;Rural;Y
Male;No;0;Yes;7085;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;3859;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;4301;0;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;0;No;3708;2569;Medium_High;Medium_long_term;1;Urban;N
Male;No;2;No;4354;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;8334;0;Medium_High;Medium_long_term;1;Semiurban;N
NIL;Yes;0;Yes;2083;4083;Medium_High;Medium_long_term;NIL;Semiurban;Y
Male;Yes;3;No;7740;0;Medium_High;Medium_short_term;1;Urban;Y
Male;Yes;0;No;3015;2188;Medium_High;Medium_long_term;1;Rural;Y
Female;No;1;NIL;5191;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;4166;0;Medium_Low;Medium_long_term;0;Semiurban;N
Male;No;0;No;6000;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;3;No;2947;1664;Medium_Low;Medium_short_term;0;Urban;N
NIL;Yes;0;No;16692;0;Medium_High;Medium_long_term;1;Semiurban;Y
Female;Yes;2;NIL;210;2917;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;4333;2451;Medium_High;Medium_long_term;1;Urban;N
Male;Yes;1;Yes;3450;2079;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;1;No;2653;1500;Medium_High;Medium_short_term;0;Rural;N
Male;Yes;3;No;4691;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Female;No;0;Yes;2500;0;Medium_Low;Medium_long_term;NIL;Urban;Y
Male;No;2;No;5532;4648;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;2;Yes;16525;1014;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;2;No;6700;1750;High;Medium_long_term;1;Semiurban;Y
NIL;Yes;2;No;2873;1872;Medium_High;Medium_long_term;0;Semiurban;N
Male;Yes;1;Yes;16667;2250;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;2947;1603;NIL;Medium_long_term;1;Urban;N
Female;No;0;No;4350;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;3;No;3095;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;2083;3150;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;10833;0;High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;8333;0;High;Medium_long_term;1;Semiurban;Y
Male;Yes;1;No;1958;2436;Medium_High;Medium_long_term;1;Rural;Y
Male;No;2;No;3547;0;Medium_Low;Medium_long_term;0;Rural;N
Male;Yes;1;No;18333;0;Very_high;Medium_long_term;1;Urban;N
Male;Yes;2;Yes;4583;2083;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;2435;0;Medium_Low;Medium_long_term;1;Urban;N
Male;No;0;No;2699;2785;Medium_Low;Medium_long_term;NIL;Semiurban;Y
Male;Yes;1;No;5333;1131;Medium_High;Medium_long_term;NIL;Urban;Y
Male;No;0;No;3691;0;Medium_High;Medium_long_term;1;Rural;Y
Female;No;0;Yes;17263;0;High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;3597;2157;Medium_High;Medium_long_term;0;Rural;N
Female;Yes;1;No;3326;913;Medium_High;Medium_short_term;1;Semiurban;Y
Male;Yes;0;No;2600;1700;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;4625;2857;Medium_High;Short_term;NIL;Urban;Y
Male;Yes;1;Yes;2895;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;No;0;No;6283;4416;High;Medium_long_term;0;Rural;N
Female;No;0;No;645;3683;Medium_High;Long_term;1;Rural;Y
Female;No;0;No;3159;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;4865;5624;High;Medium_long_term;1;Semiurban;Y
Male;Yes;1;No;4050;5302;Medium_High;Medium_long_term;NIL;Rural;N
Male;Yes;0;No;3814;1483;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;3510;4416;High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;20833;6667;Very_high;Medium_long_term;NIL;Urban;Y
NIL;No;0;No;3583;0;Medium_Low;Medium_long_term;1;Urban;N
Male;Yes;0;Yes;2479;3013;Medium_High;Medium_long_term;1;Urban;Y
Female;No;1;No;13262;0;Low;Medium_long_term;1;Urban;Y
Male;No;0;No;3598;1287;Medium_Low;Medium_long_term;1;Rural;N
Male;Yes;1;No;6065;2004;High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;3283;2035;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;0;No;2130;6666;Medium_Low;Medium_short_term;1;Semiurban;N
Male;No;0;No;5815;3666;High;Medium_long_term;1;Rural;N
Male;Yes;3;No;3466;3428;Medium_High;Medium_long_term;1;Rural;Y
Female;Yes;2;No;2031;1632;Medium_High;Long_term;1;Semiurban;Y
Male;Yes;NIL;No;3074;1800;Medium_High;Medium_long_term;0;Semiurban;N
Male;No;0;No;4683;1915;Medium_High;Medium_long_term;1;Semiurban;N
Female;No;0;No;3400;0;Medium_Low;Medium_long_term;1;Rural;N
Male;Yes;2;No;2192;1742;Low;Medium_long_term;1;Semiurban;Y
Male;No;0;No;2500;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;3;Yes;5677;1424;Medium_Low;Medium_long_term;1;Rural;Y
Male;Yes;2;Yes;7948;7166;Very_high;Medium_long_term;1;Rural;Y
Male;No;0;No;4680;2087;NIL;Medium_long_term;1;Semiurban;N
Male;Yes;2;Yes;17500;0;High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;3775;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;1;No;5285;1430;Medium_High;Medium_long_term;0;Semiurban;Y
Male;No;1;No;2679;1302;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;No;0;No;6783;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;1025;5500;High;Medium_long_term;NIL;Rural;Y
Male;Yes;3;No;4281;0;Medium_Low;Medium_long_term;1;Urban;Y
Male;No;2;No;3588;0;Medium_High;Medium_long_term;0;Rural;N
Male;No;1;No;11250;0;Medium_High;Medium_long_term;NIL;Semiurban;N
Female;No;0;Yes;18165;0;Medium_High;Medium_long_term;1;Urban;Y
Male;No;0;NIL;2550;2042;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;6133;3906;High;Medium_long_term;1;Urban;Y
Male;No;2;No;3617;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;2917;536;Medium_Low;Medium_long_term;1;Rural;N
Male;Yes;3;No;6417;0;Medium_High;Medium_short_term;1;Rural;Y
Female;Yes;1;No;4608;2845;Medium_High;Medium_short_term;1;Semiurban;Y
Female;No;0;No;2138;0;Medium_Low;Medium_long_term;0;Semiurban;N
Female;No;1;NIL;3652;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;1;No;2239;2524;Medium_High;Medium_long_term;1;Urban;Y
Female;Yes;0;No;3017;663;Medium_High;Medium_long_term;NIL;Semiurban;Y
Male;Yes;0;No;2768;1950;Medium_High;Medium_long_term;1;Rural;Y
Male;No;0;No;3358;0;Medium_Low;Short_term;1;Semiurban;N
Male;No;0;No;2526;1783;Medium_High;Medium_long_term;1;Rural;Y
Female;No;0;No;5000;0;Medium_High;Medium_long_term;0;Semiurban;N
Male;Yes;0;No;2785;2016;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;2;Yes;6633;0;NIL;Medium_long_term;0;Rural;N
Male;Yes;1;No;2492;2375;NIL;Medium_long_term;1;Rural;Y
Male;Yes;1;No;3333;3250;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;0;No;2454;2333;Medium_High;Medium_long_term;0;Urban;N
Male;Yes;0;No;3593;4266;Medium_High;Medium_short_term;0;Rural;N
Male;Yes;1;No;5468;1032;Low;Medium_long_term;1;Semiurban;Y
Female;No;0;No;2667;1625;Medium_Low;Medium_long_term;NIL;Urban;Y
Male;Yes;3;Yes;10139;0;High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;3887;2669;Medium_High;Medium_long_term;1;Semiurban;Y
Female;Yes;0;No;4180;2306;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;3675;242;Medium_High;Medium_long_term;1;Semiurban;Y
Female;Yes;1;Yes;19484;0;Very_high;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;5923;2054;High;Medium_long_term;1;Rural;Y
Male;No;0;Yes;5800;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;8799;0;High;Medium_long_term;0;Urban;N
Male;Yes;0;No;4467;0;Medium_High;Medium_long_term;NIL;Rural;Y
Male;No;0;No;3333;0;Medium_Low;Medium_long_term;1;Urban;Y
Male;Yes;3;No;3400;2500;Medium_High;Medium_long_term;0;Rural;N
Female;No;0;No;2378;0;Low;Medium_long_term;1;Urban;N
Male;Yes;0;No;3166;2064;Medium_High;Medium_long_term;0;Urban;N
Male;Yes;1;No;3417;1750;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;NIL;No;5116;1451;Medium_High;Medium_long_term;0;Urban;N
Male;Yes;2;No;16666;0;High;Medium_long_term;1;Urban;Y
Male;Yes;2;No;6125;1625;Medium_High;Long_term;1;Semiurban;N
Male;Yes;3;No;6406;0;Medium_High;Medium_long_term;1;Semiurban;N
Male;Yes;2;No;3159;461;Medium_High;Medium_short_term;1;Urban;Y
NIL;Yes;0;No;3087;2210;Medium_High;Medium_long_term;0;Semiurban;N
Male;No;0;No;3229;2739;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;1;No;1782;2232;Medium_High;Medium_long_term;1;Rural;Y
Male;No;0;NIL;3182;2917;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;2;No;6540;0;High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;1836;33837;Medium_Low;Medium_long_term;1;Urban;N
Female;Yes;0;No;3166;0;Low;Medium_long_term;1;Semiurban;Y
Male;Yes;1;No;1880;0;Medium_Low;Medium_long_term;NIL;Rural;N
Male;Yes;1;No;2787;1917;Medium_High;Medium_long_term;0;Rural;N
Male;Yes;1;No;4283;3000;Medium_High;Medium_short_term;1;Rural;N
Male;Yes;0;No;2297;1522;Medium_High;Medium_long_term;1;Urban;Y
Female;No;0;No;2165;0;Medium_Low;Medium_long_term;1;Semiurban;Y
NIL;No;0;No;4750;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;2;Yes;2726;0;Medium_High;Medium_long_term;0;Semiurban;N
Male;Yes;0;No;3000;3416;Medium_Low;Medium_short_term;1;Semiurban;Y
Male;Yes;2;Yes;6000;0;High;Medium_long_term;1;Semiurban;N
NIL;No;3;Yes;9357;0;High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;3859;3300;Medium_High;Medium_short_term;1;Rural;Y
Male;Yes;0;Yes;16120;0;High;Medium_long_term;1;Urban;Y
Male;No;0;No;3833;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;2;Yes;6383;1000;Medium_High;Medium_long_term;1;Rural;N
Male;No;NIL;No;2987;0;Medium_Low;Medium_long_term;0;Semiurban;N
Male;Yes;0;Yes;9963;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;2;No;5780;0;Medium_High;Medium_long_term;1;Urban;Y
Female;No;3;NIL;416;41667;High;Medium_short_term;NIL;Urban;N
Male;Yes;0;NIL;2894;2792;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;3;No;5703;0;Medium_High;Medium_long_term;1;Urban;Y
Male;No;0;No;3676;4301;Medium_High;Medium_long_term;1;Rural;Y
Female;Yes;1;No;12000;0;Very_high;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;2400;3800;NIL;Medium_short_term;1;Urban;N
Male;Yes;1;No;3400;2500;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;3987;1411;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;3232;1950;Medium_High;Medium_long_term;1;Rural;Y
Female;No;0;No;2900;0;Medium_Low;Medium_long_term;1;Rural;Y
Male;Yes;3;No;4106;0;Low;Medium_short_term;1;Rural;Y
Male;Yes;1;No;8072;240;High;Medium_long_term;1;Urban;Y
Male;Yes;2;No;7583;0;Medium_High;Medium_long_term;1;Urban;Y
Female;No;0;Yes;4583;0;Medium_High;Medium_long_term;0;Semiurban;N
