gender,married,dependents,self_employed,applicantincome,coapplicantincome,loanamount,loan_amount__term,credit_history,property_area,loan_status
male,no,0,no,8,1,medium_low,medium_long_term,1,urban,y
female,nil,nil,no,21,1,nil,medium_long_term,1,semiurban,y
male,no,0,no,4,4,low,medium_long_term,1,semiurban,y
male,yes,0,no,5,3,nil,medium_long_term,1,urban,y
male,no,0,yes,21,1,medium_high,medium_long_term,0,urban,n
female,yes,0,yes,15,1,medium_high,medium_long_term,1,rural,y
male,no,0,no,8,11,medium_high,medium_long_term,1,semiurban,y
male,yes,0,no,16,4,medium_high,medium_long_term,1,rural,y
male,no,3,no,10,4,medium_high,medium_long_term,1,semiurban,y
male,no,1,no,76,1,medium_high,medium_long_term,1,semiurban,y
male,yes,0,no,15,17,medium_high,medium_long_term,nil,rural,y
male,yes,1,yes,7,3,medium_high,medium_long_term,1,rural,y
male,yes,2,no,10,1,medium_high,medium_long_term,1,rural,y
male,yes,0,nil,8,3,medium_low,medium_long_term,1,rural,n
male,yes,2,no,7,4,medium_high,medium_long_term,0,rural,n
male,no,1,yes,6,4,medium_high,medium_long_term,nil,semiurban,n
male,yes,2,no,5,3,medium_high,medium_long_term,0,rural,n
male,yes,2,no,4,3,medium_low,medium_long_term,nil,urban,y
male,yes,0,no,8,4,medium_high,medium_long_term,0,rural,n
male,yes,0,no,5,5,medium_low,medium_short_term,0,rural,y
male,no,0,yes,15,1,medium_low,medium_long_term,1,semiurban,y
male,yes,2,no,8,1,medium_low,medium_long_term,1,semiurban,y
male,yes,0,no,9,1,medium_high,medium_long_term,1,urban,y
male,yes,0,no,8,6,medium_high,medium_long_term,1,urban,n
male,no,2,no,9,1,medium_high,medium_long_term,1,rural,y
male,yes,0,no,17,1,medium_high,medium_long_term,1,semiurban,n
nil,yes,0,yes,5,9,medium_high,medium_long_term,nil,semiurban,y
male,yes,3,no,16,1,medium_high,medium_short_term,1,urban,y
male,yes,0,no,7,5,medium_high,medium_long_term,1,rural,y
female,no,1,nil,11,1,medium_high,medium_long_term,1,semiurban,y
male,no,0,no,9,1,medium_low,medium_long_term,0,semiurban,n
male,no,0,no,12,1,medium_high,medium_long_term,1,rural,y
male,yes,3,no,6,4,medium_low,medium_short_term,0,urban,n
nil,yes,0,no,34,1,medium_high,medium_long_term,1,semiurban,y
female,yes,2,nil,1,6,medium_low,medium_long_term,1,semiurban,y
male,yes,0,no,9,5,medium_high,medium_long_term,1,urban,n
male,yes,1,yes,7,5,medium_high,medium_long_term,1,semiurban,y
male,yes,1,no,6,3,medium_high,medium_short_term,0,rural,n
male,yes,3,no,10,1,medium_low,medium_long_term,1,semiurban,y
female,no,0,yes,5,1,medium_low,medium_long_term,nil,urban,y
male,no,2,no,12,10,medium_high,medium_long_term,1,rural,y
male,yes,2,yes,34,3,medium_high,medium_long_term,1,rural,y
male,yes,2,no,14,4,high,medium_long_term,1,semiurban,y
nil,yes,2,no,6,4,medium_high,medium_long_term,0,semiurban,n
male,yes,1,yes,34,5,medium_low,medium_long_term,1,semiurban,y
male,yes,2,no,6,4,nil,medium_long_term,1,urban,n
female,no,0,no,9,1,medium_high,medium_long_term,1,rural,y
male,yes,3,no,7,1,medium_high,medium_long_term,1,rural,y
male,yes,0,no,5,7,medium_high,medium_long_term,1,semiurban,y
male,yes,0,no,22,1,high,medium_long_term,1,semiurban,y
male,yes,2,no,17,1,high,medium_long_term,1,semiurban,y
male,yes,1,no,4,5,medium_high,medium_long_term,1,rural,y
male,no,2,no,8,1,medium_low,medium_long_term,0,rural,n
male,yes,1,no,37,1,very_high,medium_long_term,1,urban,n
male,yes,2,yes,10,5,medium_high,medium_long_term,1,semiurban,y
male,no,0,no,5,1,medium_low,medium_long_term,1,urban,n
male,no,0,no,6,6,medium_low,medium_long_term,nil,semiurban,y
male,yes,1,no,11,3,medium_high,medium_long_term,nil,urban,y
male,no,0,no,8,1,medium_high,medium_long_term,1,rural,y
female,no,0,yes,35,1,high,medium_long_term,1,semiurban,y
male,yes,0,no,8,5,medium_high,medium_long_term,0,rural,n
female,yes,1,no,7,2,medium_high,medium_short_term,1,semiurban,y
male,yes,0,no,6,4,medium_high,medium_long_term,1,rural,y
male,yes,0,no,10,6,medium_high,short_term,nil,urban,y
male,yes,1,yes,6,1,medium_low,medium_long_term,1,semiurban,y
male,no,0,no,13,9,high,medium_long_term,0,rural,n
female,no,0,no,2,8,medium_high,long_term,1,rural,y
female,no,0,no,7,1,medium_low,medium_long_term,1,semiurban,y
male,yes,2,no,10,12,high,medium_long_term,1,semiurban,y
male,yes,1,no,9,11,medium_high,medium_long_term,nil,rural,n
male,yes,0,no,8,3,medium_high,medium_long_term,1,semiurban,y
male,yes,2,no,8,9,high,medium_long_term,1,rural,y
male,yes,0,no,42,14,very_high,medium_long_term,nil,urban,y
nil,no,0,no,8,1,medium_low,medium_long_term,1,urban,n
male,yes,0,yes,5,7,medium_high,medium_long_term,1,urban,y
female,no,1,no,27,1,low,medium_long_term,1,urban,y
male,no,0,no,8,3,medium_low,medium_long_term,1,rural,n
male,yes,1,no,13,5,high,medium_long_term,1,semiurban,y
male,yes,2,no,7,5,medium_high,medium_long_term,1,urban,y
male,yes,0,no,5,14,medium_low,medium_short_term,1,semiurban,n
male,no,0,no,12,8,high,medium_long_term,1,rural,n
male,yes,3,no,7,7,medium_high,medium_long_term,1,rural,y
female,yes,2,no,5,4,medium_high,long_term,1,semiurban,y
male,yes,nil,no,7,4,medium_high,medium_long_term,0,semiurban,n
male,no,0,no,10,4,medium_high,medium_long_term,1,semiurban,n
female,no,0,no,7,1,medium_low,medium_long_term,1,rural,n
male,yes,2,no,5,4,low,medium_long_term,1,semiurban,y
male,no,0,no,5,1,medium_low,medium_long_term,1,semiurban,y
male,yes,3,yes,12,3,medium_low,medium_long_term,1,rural,y
male,yes,2,yes,16,15,very_high,medium_long_term,1,rural,y
male,no,0,no,10,5,nil,medium_long_term,1,semiurban,n
male,yes,2,yes,35,1,high,medium_long_term,1,rural,y
male,yes,0,no,8,1,medium_high,medium_long_term,1,semiurban,y
male,yes,1,no,11,3,medium_high,medium_long_term,0,semiurban,y
male,no,1,no,6,3,medium_low,medium_long_term,1,semiurban,y
male,no,0,no,14,1,medium_high,medium_long_term,1,semiurban,y
male,yes,0,no,3,11,high,medium_long_term,nil,rural,y
male,yes,3,no,9,1,medium_low,medium_long_term,1,urban,y
male,no,2,no,8,1,medium_high,medium_long_term,0,rural,n
male,no,1,no,23,1,medium_high,medium_long_term,nil,semiurban,n
female,no,0,yes,37,1,medium_high,medium_long_term,1,urban,y
male,no,0,nil,6,5,medium_high,medium_long_term,1,rural,y
male,yes,0,no,13,8,high,medium_long_term,1,urban,y
male,no,2,no,8,1,medium_high,medium_long_term,1,semiurban,y
male,yes,0,no,6,2,medium_low,medium_long_term,1,rural,n
male,yes,3,no,13,1,medium_high,medium_short_term,1,rural,y
female,yes,1,no,10,6,medium_high,medium_short_term,1,semiurban,y
female,no,0,no,5,1,medium_low,medium_long_term,0,semiurban,n
female,no,1,nil,8,1,medium_low,medium_long_term,1,semiurban,y
male,yes,1,no,5,6,medium_high,medium_long_term,1,urban,y
female,yes,0,no,7,2,medium_high,medium_long_term,nil,semiurban,y
male,yes,0,no,6,4,medium_high,medium_long_term,1,rural,y
male,no,0,no,7,1,medium_low,short_term,1,semiurban,n
male,no,0,no,6,4,medium_high,medium_long_term,1,rural,y
female,no,0,no,10,1,medium_high,medium_long_term,0,semiurban,n
male,yes,0,no,6,5,medium_high,medium_long_term,1,rural,y
male,yes,2,yes,14,1,nil,medium_long_term,0,rural,n
male,yes,1,no,5,5,nil,medium_long_term,1,rural,y
male,yes,1,no,7,7,medium_high,medium_long_term,1,urban,y
male,yes,0,no,5,5,medium_high,medium_long_term,0,urban,n
male,yes,0,no,8,9,medium_high,medium_short_term,0,rural,n
male,yes,1,no,11,3,low,medium_long_term,1,semiurban,y
female,no,0,no,6,4,medium_low,medium_long_term,nil,urban,y
male,yes,3,yes,21,1,high,medium_long_term,1,semiurban,y
male,yes,0,no,8,6,medium_high,medium_long_term,1,semiurban,y
female,yes,0,no,9,5,medium_high,medium_long_term,1,semiurban,y
male,yes,2,no,8,1,medium_high,medium_long_term,1,semiurban,y
female,yes,1,yes,40,1,very_high,medium_long_term,1,semiurban,y
male,yes,0,no,12,5,high,medium_long_term,1,rural,y
male,no,0,yes,12,1,medium_high,medium_long_term,1,semiurban,y
male,yes,2,no,18,1,high,medium_long_term,0,urban,n
male,yes,0,no,9,1,medium_high,medium_long_term,nil,rural,y
male,no,0,no,7,1,medium_low,medium_long_term,1,urban,y
male,yes,3,no,7,5,medium_high,medium_long_term,0,rural,n
female,no,0,no,5,1,low,medium_long_term,1,urban,n
male,yes,0,no,7,5,medium_high,medium_long_term,0,urban,n
male,yes,1,no,7,4,medium_high,medium_long_term,1,urban,y
male,yes,nil,no,11,3,medium_high,medium_long_term,0,urban,n
male,yes,2,no,34,1,high,medium_long_term,1,urban,y
male,yes,2,no,13,4,medium_high,long_term,1,semiurban,n
male,yes,3,no,13,1,medium_high,medium_long_term,1,semiurban,n
male,yes,2,no,7,1,medium_high,medium_short_term,1,urban,y
nil,yes,0,no,7,5,medium_high,medium_long_term,0,semiurban,n
male,no,0,no,7,6,medium_high,medium_long_term,1,urban,y
male,yes,1,no,4,5,medium_high,medium_long_term,1,rural,y
male,no,0,nil,7,6,medium_high,medium_long_term,1,urban,y
male,yes,2,no,14,1,high,medium_long_term,1,semiurban,y
male,no,0,no,4,68,medium_low,medium_long_term,1,urban,n
female,yes,0,no,7,1,low,medium_long_term,1,semiurban,y
male,yes,1,no,4,1,medium_low,medium_long_term,nil,rural,n
male,yes,1,no,6,4,medium_high,medium_long_term,0,rural,n
male,yes,1,no,9,6,medium_high,medium_short_term,1,rural,n
male,yes,0,no,5,4,medium_high,medium_long_term,1,urban,y
female,no,0,no,5,1,medium_low,medium_long_term,1,semiurban,y
nil,no,0,no,10,1,medium_low,medium_long_term,1,semiurban,y
male,yes,2,yes,6,1,medium_high,medium_long_term,0,semiurban,n
male,yes,0,no,6,7,medium_low,medium_short_term,1,semiurban,y
male,yes,2,yes,12,1,high,medium_long_term,1,semiurban,n
nil,no,3,yes,19,1,high,medium_long_term,1,semiurban,y
male,yes,0,no,8,7,medium_high,medium_short_term,1,rural,y
male,yes,0,yes,33,1,high,medium_long_term,1,urban,y
male,no,0,no,8,1,medium_high,medium_long_term,1,rural,y
male,yes,2,yes,13,2,medium_high,medium_long_term,1,rural,n
male,no,nil,no,6,1,medium_low,medium_long_term,0,semiurban,n
male,yes,0,yes,20,1,medium_high,medium_long_term,1,rural,y
male,yes,2,no,12,1,medium_high,medium_long_term,1,urban,y
female,no,3,nil,1,84,high,medium_short_term,nil,urban,n
male,yes,0,nil,6,6,medium_high,medium_long_term,1,rural,y
male,yes,3,no,12,1,medium_high,medium_long_term,1,urban,y
male,no,0,no,8,9,medium_high,medium_long_term,1,rural,y
female,yes,1,no,24,1,very_high,medium_long_term,1,semiurban,y
male,yes,0,no,5,8,nil,medium_short_term,1,urban,n
male,yes,1,no,7,5,medium_high,medium_long_term,1,semiurban,y
male,yes,2,no,8,3,medium_high,medium_long_term,1,rural,y
male,yes,0,no,7,4,medium_high,medium_long_term,1,rural,y
female,no,0,no,6,1,medium_low,medium_long_term,1,rural,y
male,yes,3,no,9,1,low,medium_short_term,1,rural,y
male,yes,1,no,17,1,high,medium_long_term,1,urban,y
male,yes,2,no,16,1,medium_high,medium_long_term,1,urban,y
female,no,0,yes,10,1,medium_high,medium_long_term,0,semiurban,n
