gender,married,dependents,education,self_employed,applicantincome,coapplicantincome,loanamount,loan_amount_term,credit_history,property_area,loan_status
male,yes,3,graduate,no,low,medium_low,medium_low,medium_long_term,1,rural,y
female,yes,0,graduate,yes,medium_high,null,medium_high,medium_long_term,0,rural,n
female,yes,0,graduate,no,low,low,medium_high,medium_long_term,1,semiurban,y
female,no,nil,graduate,no,medium_low,null,medium_high,medium_short_term,1,urban,y
male,yes,2,graduate,no,high,medium_high,medium_high,medium_long_term,1,rural,y
male,yes,1,graduate,no,medium_high,null,medium_low,medium_long_term,1,urban,n
male,yes,0,not_graduate,no,medium_low,medium_low,medium_low,long_term,0,urban,n
male,yes,3,graduate,no,medium_high,medium_high,medium_high,medium_long_term,1,semiurban,y
female,no,1,graduate,no,medium_high,null,medium_low,medium_long_term,1,semiurban,n
male,yes,2,graduate,no,medium_high,medium_high,high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,medium_high,medium_low,medium_high,medium_long_term,1,urban,y
male,yes,0,graduate,no,medium_low,medium_high,medium_low,medium_long_term,nil,urban,y
male,no,0,graduate,yes,high,null,medium_high,medium_long_term,1,rural,y
male,no,0,not_graduate,no,high,null,medium_high,medium_long_term,1,rural,n
male,no,0,graduate,no,low,null,medium_low,long_term,1,semiurban,n
male,no,0,graduate,no,medium_high,null,medium_high,nil,0,rural,n
male,yes,1,graduate,no,high,null,medium_high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,high,medium_high,very high,medium_long_term,1,rural,n
female,no,0,graduate,yes,high,null,medium_low,medium_long_term,1,semiurban,y
male,yes,2,graduate,no,medium_high,null,medium_high,medium_long_term,1,semiurban,y
male,yes,2,graduate,yes,high,medium_high,high,medium_long_term,1,rural,y
male,no,1,graduate,no,medium_low,medium_low,medium_high,medium_short_term,0,urban,n
female,no,0,graduate,nil,low,medium_low,medium_high,medium_long_term,1,urban,y
male,yes,0,graduate,no,medium_high,low,medium_high,medium_short_term,1,urban,y
male,yes,3,graduate,no,high,medium_high,medium_high,medium_long_term,1,rural,y
male,yes,0,graduate,no,medium_high,null,medium_high,medium_long_term,nil,semiurban,y
male,no,0,graduate,no,medium_low,null,medium_low,long_term,1,urban,n
male,yes,2,graduate,no,medium_high,null,medium_high,medium_long_term,1,urban,y
male,yes,0,graduate,nil,medium_low,medium_high,medium_high,medium_long_term,1,semiurban,y
male,no,0,graduate,no,high,medium_high,high,medium_long_term,1,semiurban,y
female,no,0,graduate,no,high,null,medium_high,medium_long_term,1,urban,y
male,no,0,graduate,yes,high,null,medium_high,medium_long_term,1,urban,y
male,yes,2,graduate,no,medium_high,null,medium_low,medium_long_term,1,urban,n
male,no,1,graduate,nil,medium_low,null,medium_high,medium_short_term,1,urban,y
male,no,0,not_graduate,no,low,medium_low,medium_high,medium_long_term,1,semiurban,y
male,yes,0,not_graduate,no,medium_low,medium_high,nil,medium_long_term,0,urban,n
male,yes,0,graduate,no,low,medium_high,medium_high,medium_long_term,1,urban,y
male,yes,0,graduate,no,medium_high,null,medium_high,medium_long_term,1,rural,y
male,no,3,graduate,no,high,null,medium_high,medium_long_term,1,rural,y
male,yes,3,graduate,no,high,null,high,medium_long_term,1,rural,y
male,yes,0,graduate,no,low,medium_low,medium_high,medium_long_term,nil,urban,y
male,yes,2,not_graduate,no,low,medium_low,medium_high,medium_short_term,1,semiurban,y
male,yes,2,graduate,no,medium_low,medium_low,medium_high,medium_long_term,1,urban,y
male,yes,2,graduate,no,medium_low,low,medium_high,medium_long_term,nil,semiurban,y
female,no,0,graduate,no,medium_low,null,medium_low,medium_long_term,0,urban,n
male,yes,0,graduate,no,medium_low,medium_low,medium_low,medium_long_term,1,urban,y
male,no,0,not_graduate,no,medium_high,medium_low,medium_high,medium_long_term,1,rural,y
female,no,0,graduate,no,low,medium_low,medium_high,medium_long_term,0,semiurban,n
male,yes,2,not_graduate,no,medium_low,null,low,medium_short_term,0,urban,n
male,no,0,not_graduate,no,low,null,medium_low,medium_long_term,1,rural,n
male,no,0,graduate,no,low,medium_high,medium_high,medium_long_term,1,semiurban,y
female,no,0,not_graduate,no,low,null,medium_low,medium_long_term,1,semiurban,y
female,no,0,graduate,yes,high,null,medium_high,medium_long_term,1,rural,n
female,no,0,graduate,no,medium_high,null,medium_high,medium_long_term,1,semiurban,y
male,yes,0,not_graduate,no,low,medium_low,medium_high,medium_long_term,1,urban,y
female,no,0,not_graduate,no,low,null,medium_low,medium_long_term,1,rural,y
male,yes,1,graduate,no,high,null,medium_high,medium_long_term,0,semiurban,n
male,yes,3,graduate,no,very high,null,high,medium_long_term,0,rural,n
female,no,1,not_graduate,yes,medium_high,null,medium_low,medium_long_term,1,semiurban,n
male,yes,0,graduate,nil,high,null,medium_high,medium_long_term,nil,urban,y
male,yes,0,not_graduate,no,high,null,high,medium_long_term,0,rural,n
male,yes,0,not_graduate,no,low,medium_low,medium_high,medium_long_term,1,rural,y
female,yes,0,not_graduate,no,low,medium_high,medium_high,medium_long_term,0,semiurban,n
female,no,0,graduate,no,medium_low,null,medium_low,medium_long_term,1,urban,y
female,no,1,graduate,no,low,null,medium_high,medium_long_term,1,urban,n
male,yes,2,graduate,yes,low,medium_high,high,medium_long_term,1,urban,n
male,yes,0,graduate,no,low,medium_high,medium_high,medium_long_term,1,rural,y
male,yes,0,graduate,no,medium_low,medium_low,medium_high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,high,null,medium_high,medium_long_term,1,rural,y
female,no,0,not_graduate,no,low,null,medium_low,nil,0,urban,n
male,yes,0,graduate,no,low,medium_low,medium_low,medium_long_term,1,urban,y
male,yes,1,graduate,no,high,medium_low,medium_high,nil,0,urban,n
male,yes,0,graduate,no,high,null,medium_low,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,low,medium_high,medium_high,medium_long_term,1,rural,y
female,no,1,not_graduate,no,medium_high,null,medium_low,medium_long_term,1,rural,n
male,yes,2,graduate,no,high,null,medium_high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,medium_low,16.12000084,medium_low,medium_long_term,1,rural,y
male,no,0,not_graduate,no,low,null,medium_low,medium_short_term,1,urban,y
female,no,1,graduate,yes,high,null,medium_high,medium_long_term,1,semiurban,y
male,no,0,graduate,no,high,null,medium_high,medium_long_term,0,rural,n
male,no,0,graduate,nil,high,null,very high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,low,medium_low,medium_high,medium_long_term,1,semiurban,y
male,no,0,graduate,no,medium_low,null,medium_low,medium_long_term,1,urban,y
female,nil,nil,graduate,no,high,null,nil,medium_long_term,1,semiurban,y
male,no,0,graduate,no,low,medium_low,low,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,low,low,nil,medium_long_term,1,urban,y
male,no,0,graduate,yes,high,null,medium_high,medium_long_term,0,urban,n
female,yes,0,not_graduate,yes,high,null,medium_high,medium_long_term,1,rural,y
male,no,0,graduate,no,medium_low,medium_high,medium_high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,high,medium_low,medium_high,medium_long_term,1,rural,y
male,no,3,not_graduate,no,medium_high,medium_low,medium_high,medium_long_term,1,semiurban,y
male,no,1,graduate,no,high,null,medium_high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,high,medium_high,medium_high,medium_long_term,nil,rural,y
male,yes,1,graduate,yes,medium_low,low,medium_high,medium_long_term,1,rural,y
male,yes,2,not_graduate,no,medium_high,null,medium_high,medium_long_term,1,rural,y
male,yes,0,graduate,nil,medium_low,medium_low,medium_low,medium_long_term,1,rural,n
male,yes,2,graduate,no,medium_low,medium_low,medium_high,medium_long_term,0,rural,n
male,no,1,not_graduate,yes,low,medium_low,medium_high,medium_long_term,nil,semiurban,n
male,yes,2,not_graduate,no,low,medium_low,medium_high,medium_long_term,0,rural,n
male,yes,2,not_graduate,no,low,medium_low,medium_low,medium_long_term,nil,urban,y
male,yes,0,graduate,no,medium_high,medium_low,medium_high,medium_long_term,0,rural,n
male,yes,0,graduate,no,low,medium_high,medium_low,medium_short_term,0,rural,y
male,no,0,graduate,yes,high,null,medium_low,medium_long_term,1,semiurban,y
male,yes,2,graduate,no,medium_high,null,medium_low,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,medium_high,null,medium_high,medium_long_term,1,urban,y
male,yes,0,graduate,no,medium_low,medium_high,medium_high,medium_long_term,1,urban,n
male,no,2,graduate,no,medium_high,null,medium_high,medium_long_term,1,rural,y
male,yes,0,graduate,no,high,null,medium_high,medium_long_term,1,semiurban,n
nil,yes,0,graduate,yes,low,medium_high,medium_high,medium_long_term,nil,semiurban,y
male,yes,3,graduate,no,high,null,medium_high,medium_short_term,1,urban,y
male,yes,0,graduate,no,medium_low,medium_low,medium_high,medium_long_term,1,rural,y
female,no,1,not_graduate,nil,medium_high,null,medium_high,medium_long_term,1,semiurban,y
male,no,0,graduate,no,medium_high,null,medium_low,medium_long_term,0,semiurban,n
male,no,0,graduate,no,high,null,medium_high,medium_long_term,1,rural,y
male,yes,3,not_graduate,no,medium_low,medium_low,medium_low,medium_short_term,0,urban,n
nil,yes,0,graduate,no,high,null,medium_high,medium_long_term,1,semiurban,y
female,yes,2,not_graduate,nil,low,medium_high,medium_low,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,medium_high,medium_high,medium_high,medium_long_term,1,urban,n
male,yes,1,graduate,yes,medium_low,medium_low,medium_high,medium_long_term,1,semiurban,y
male,yes,1,not_graduate,no,low,medium_low,medium_high,medium_short_term,0,rural,n
male,yes,3,graduate,no,medium_high,null,medium_low,medium_long_term,1,semiurban,y
female,no,0,graduate,yes,low,null,medium_low,medium_long_term,nil,urban,y
male,no,2,graduate,no,medium_high,medium_high,medium_high,medium_long_term,1,rural,y
male,yes,2,graduate,yes,high,low,medium_high,medium_long_term,1,rural,y
male,yes,2,graduate,no,high,medium_low,high,medium_long_term,1,semiurban,y
nil,yes,2,graduate,no,low,medium_low,medium_high,medium_long_term,0,semiurban,n
male,yes,1,graduate,yes,high,medium_low,medium_low,medium_long_term,1,semiurban,y
male,yes,2,graduate,no,medium_low,medium_low,nil,medium_long_term,1,urban,n
female,no,0,not_graduate,no,medium_high,null,medium_high,medium_long_term,1,rural,y
male,yes,3,not_graduate,no,medium_low,null,medium_high,medium_long_term,1,rural,y
male,yes,0,graduate,no,low,medium_high,medium_high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,high,null,high,medium_long_term,1,semiurban,y
male,yes,2,graduate,no,high,null,high,medium_long_term,1,semiurban,y
male,yes,1,not_graduate,no,low,medium_high,medium_high,medium_long_term,1,rural,y
male,no,2,graduate,no,medium_low,null,medium_low,medium_long_term,0,rural,n
male,yes,1,graduate,no,high,null,very high,medium_long_term,1,urban,n
male,yes,2,graduate,yes,medium_high,medium_low,medium_high,medium_long_term,1,semiurban,y
male,no,0,graduate,no,low,null,medium_low,medium_long_term,1,urban,n
male,no,0,not_graduate,no,low,medium_high,medium_low,medium_long_term,nil,semiurban,y
male,yes,1,not_graduate,no,medium_high,low,medium_high,medium_long_term,nil,urban,y
male,no,0,not_graduate,no,medium_low,null,medium_high,medium_long_term,1,rural,y
female,no,0,not_graduate,yes,high,null,high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,medium_low,medium_low,medium_high,medium_long_term,0,rural,n
female,yes,1,graduate,no,medium_low,low,medium_high,medium_short_term,1,semiurban,y
male,yes,0,not_graduate,no,low,medium_low,medium_high,medium_long_term,1,rural,y
male,yes,0,graduate,no,medium_high,medium_high,medium_high,short_term,nil,urban,y
male,yes,1,graduate,yes,medium_low,null,medium_low,medium_long_term,1,semiurban,y
male,no,0,graduate,no,high,medium_high,high,medium_long_term,0,rural,n
female,no,0,graduate,no,low,medium_high,medium_high,long_term,1,rural,y
female,no,0,graduate,no,medium_low,null,medium_low,medium_long_term,1,semiurban,y
male,yes,2,graduate,no,medium_high,medium_high,high,medium_long_term,1,semiurban,y
male,yes,1,not_graduate,no,medium_high,medium_high,medium_high,medium_long_term,nil,rural,n
male,yes,0,not_graduate,no,medium_high,medium_low,medium_high,medium_long_term,1,semiurban,y
male,yes,2,graduate,no,medium_low,medium_high,high,medium_long_term,1,rural,y
male,yes,0,graduate,no,high,medium_high,very high,medium_long_term,nil,urban,y
nil,no,0,graduate,no,medium_low,null,medium_low,medium_long_term,1,urban,n
male,yes,0,graduate,yes,low,medium_high,medium_high,medium_long_term,1,urban,y
female,no,1,graduate,no,high,null,low,medium_long_term,1,urban,y
male,no,0,not_graduate,no,medium_low,medium_low,medium_low,medium_long_term,1,rural,n
male,yes,1,graduate,no,high,medium_low,high,medium_long_term,1,semiurban,y
male,yes,2,graduate,no,medium_low,medium_low,medium_high,medium_long_term,1,urban,y
male,yes,0,graduate,no,low,medium_high,medium_low,medium_short_term,1,semiurban,n
male,no,0,graduate,no,high,medium_high,high,medium_long_term,1,rural,n
male,yes,3,graduate,no,medium_low,medium_high,medium_high,medium_long_term,1,rural,y
female,yes,2,graduate,no,low,medium_low,medium_high,long_term,1,semiurban,y
male,yes,nil,not_graduate,no,medium_low,medium_low,medium_high,medium_long_term,0,semiurban,n
male,no,0,graduate,no,medium_high,medium_low,medium_high,medium_long_term,1,semiurban,n
female,no,0,not_graduate,no,medium_low,null,medium_low,medium_long_term,1,rural,n
male,yes,2,not_graduate,no,low,medium_low,low,medium_long_term,1,semiurban,y
male,no,0,graduate,no,low,null,medium_low,medium_long_term,1,semiurban,y
male,yes,3,graduate,yes,medium_high,medium_low,medium_low,medium_long_term,1,rural,y
male,yes,2,graduate,yes,high,medium_high,very high,medium_long_term,1,rural,y
male,no,0,graduate,no,medium_high,medium_low,nil,medium_long_term,1,semiurban,n
male,yes,2,graduate,yes,high,null,high,medium_long_term,1,rural,y
male,yes,0,graduate,no,medium_low,null,medium_high,medium_long_term,1,semiurban,y
male,yes,1,not_graduate,no,medium_high,medium_low,medium_high,medium_long_term,0,semiurban,y
male,no,1,not_graduate,no,low,medium_low,medium_low,medium_long_term,1,semiurban,y
male,no,0,not_graduate,no,high,null,medium_high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,low,medium_high,high,medium_long_term,nil,rural,y
male,yes,3,graduate,no,medium_high,null,medium_low,medium_long_term,1,urban,y
male,no,2,graduate,no,medium_low,null,medium_high,medium_long_term,0,rural,n
male,no,1,graduate,no,high,null,medium_high,medium_long_term,nil,semiurban,n
female,no,0,not_graduate,yes,high,null,medium_high,medium_long_term,1,urban,y
male,no,0,not_graduate,nil,low,medium_low,medium_high,medium_long_term,1,rural,y
male,yes,0,graduate,no,high,medium_high,high,medium_long_term,1,urban,y
male,no,2,graduate,no,medium_low,null,medium_high,medium_long_term,1,semiurban,y
male,yes,0,not_graduate,no,medium_low,low,medium_low,medium_long_term,1,rural,n
male,yes,3,graduate,no,high,null,medium_high,medium_short_term,1,rural,y
female,yes,1,graduate,no,medium_high,medium_high,medium_high,medium_short_term,1,semiurban,y
female,no,0,graduate,no,low,null,medium_low,medium_long_term,0,semiurban,n
female,no,1,graduate,nil,medium_low,null,medium_low,medium_long_term,1,semiurban,y
male,yes,1,not_graduate,no,low,medium_high,medium_high,medium_long_term,1,urban,y
female,yes,0,not_graduate,no,medium_low,low,medium_high,medium_long_term,nil,semiurban,y
male,yes,0,graduate,no,low,medium_low,medium_high,medium_long_term,1,rural,y
male,no,0,not_graduate,no,medium_low,null,medium_low,short_term,1,semiurban,n
male,no,0,graduate,no,low,medium_low,medium_high,medium_long_term,1,rural,y
female,no,0,graduate,no,medium_high,null,medium_high,medium_long_term,0,semiurban,n
male,yes,0,graduate,no,low,medium_low,medium_high,medium_long_term,1,rural,y
male,yes,2,graduate,yes,high,null,nil,medium_long_term,0,rural,n
male,yes,1,not_graduate,no,low,medium_low,nil,medium_long_term,1,rural,y
male,yes,1,graduate,no,medium_low,medium_high,medium_high,medium_long_term,1,urban,y
male,yes,0,not_graduate,no,low,medium_low,medium_high,medium_long_term,0,urban,n
male,yes,0,graduate,no,medium_low,medium_high,medium_high,medium_short_term,0,rural,n
male,yes,1,graduate,no,medium_high,low,low,medium_long_term,1,semiurban,y
female,no,0,graduate,no,low,medium_low,medium_low,medium_long_term,nil,urban,y
male,yes,3,graduate,yes,high,null,high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,medium_high,medium_high,medium_high,medium_long_term,1,semiurban,y
female,yes,0,graduate,no,medium_high,medium_low,medium_high,medium_long_term,1,semiurban,y
male,yes,2,not_graduate,no,medium_low,low,medium_high,medium_long_term,1,semiurban,y
female,yes,1,graduate,yes,high,null,very high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,high,medium_low,high,medium_long_term,1,rural,y
male,no,0,not_graduate,yes,medium_high,null,medium_high,medium_long_term,1,semiurban,y
male,yes,2,graduate,no,high,null,high,medium_long_term,0,urban,n
male,yes,0,not_graduate,no,medium_high,null,medium_high,medium_long_term,nil,rural,y
male,no,0,graduate,no,medium_low,null,medium_low,medium_long_term,1,urban,y
male,yes,3,graduate,no,medium_low,medium_high,medium_high,medium_long_term,0,rural,n
female,no,0,graduate,no,low,null,low,medium_long_term,1,urban,n
male,yes,0,graduate,no,medium_low,medium_low,medium_high,medium_long_term,0,urban,n
male,yes,1,graduate,no,medium_low,medium_low,medium_high,medium_long_term,1,urban,y
male,yes,nil,graduate,no,medium_high,medium_low,medium_high,medium_long_term,0,urban,n
male,yes,2,graduate,no,high,null,high,medium_long_term,1,urban,y
male,yes,2,not_graduate,no,high,medium_low,medium_high,long_term,1,semiurban,n
male,yes,3,graduate,no,high,null,medium_high,medium_long_term,1,semiurban,n
male,yes,2,graduate,no,medium_low,low,medium_high,medium_short_term,1,urban,y
nil,yes,0,graduate,no,medium_low,medium_low,medium_high,medium_long_term,0,semiurban,n
male,no,0,graduate,no,medium_low,medium_high,medium_high,medium_long_term,1,urban,y
male,yes,1,graduate,no,low,medium_low,medium_high,medium_long_term,1,rural,y
male,no,0,graduate,nil,medium_low,medium_high,medium_high,medium_long_term,1,urban,y
male,yes,2,graduate,no,high,null,high,medium_long_term,1,semiurban,y
male,no,0,graduate,no,low,medium_high,medium_low,medium_long_term,1,urban,n
female,yes,0,graduate,no,medium_low,null,low,medium_long_term,1,semiurban,y
male,yes,1,graduate,no,low,null,medium_low,medium_long_term,nil,rural,n
male,yes,1,graduate,no,low,medium_low,medium_high,medium_long_term,0,rural,n
male,yes,1,graduate,no,medium_high,medium_high,medium_high,medium_short_term,1,rural,n
male,yes,0,graduate,no,low,medium_low,medium_high,medium_long_term,1,urban,y
female,no,0,not_graduate,no,low,null,medium_low,medium_long_term,1,semiurban,y
nil,no,0,graduate,no,medium_high,null,medium_low,medium_long_term,1,semiurban,y
male,yes,2,graduate,yes,low,null,medium_high,medium_long_term,0,semiurban,n
male,yes,0,graduate,no,medium_low,medium_high,medium_low,medium_short_term,1,semiurban,y
male,yes,2,graduate,yes,high,null,high,medium_long_term,1,semiurban,n
nil,no,3,graduate,yes,high,null,high,medium_long_term,1,semiurban,y
male,yes,0,graduate,no,medium_high,medium_high,medium_high,medium_short_term,1,rural,y
male,yes,0,graduate,yes,high,null,high,medium_long_term,1,urban,y
male,no,0,not_graduate,no,medium_high,null,medium_high,medium_long_term,1,rural,y
male,yes,2,not_graduate,yes,high,low,medium_high,medium_long_term,1,rural,n
male,no,nil,graduate,no,medium_low,null,medium_low,medium_long_term,0,semiurban,n
male,yes,0,graduate,yes,high,null,medium_high,medium_long_term,1,rural,y
male,yes,2,graduate,no,medium_high,null,medium_high,medium_long_term,1,urban,y
female,no,3,graduate,nil,low,high,high,medium_short_term,nil,urban,n
male,yes,0,not_graduate,nil,medium_low,medium_high,medium_high,medium_long_term,1,rural,y
male,yes,3,graduate,no,medium_high,null,medium_high,medium_long_term,1,urban,y
male,no,0,graduate,no,medium_low,medium_high,medium_high,medium_long_term,1,rural,y
female,yes,1,graduate,no,high,null,very high,medium_long_term,1,semiurban,y
male,yes,0,not_graduate,no,low,medium_high,nil,medium_short_term,1,urban,n
male,yes,1,graduate,no,medium_low,medium_high,medium_high,medium_long_term,1,semiurban,y
male,yes,2,not_graduate,no,medium_high,medium_low,medium_high,medium_long_term,1,rural,y
male,yes,0,graduate,no,medium_low,medium_low,medium_high,medium_long_term,1,rural,y
female,no,0,graduate,no,medium_low,null,medium_low,medium_long_term,1,rural,y
male,yes,3,graduate,no,medium_high,null,low,medium_short_term,1,rural,y
male,yes,1,graduate,no,high,low,high,medium_long_term,1,urban,y
male,yes,2,graduate,no,high,null,medium_high,medium_long_term,1,urban,y
female,no,0,graduate,yes,medium_high,null,medium_high,medium_long_term,0,semiurban,n
