gender;married;dependents;education;self_employed;applicantincome;coapplicantincome;loanamount;loan_amount_term;credit_history;property_area;loan_status
male;yes;0;graduate;no;low;medium_low;low;medium_long_term;1.0;semiurban;y
male;no;2;graduate;no;low;null;low;medium_long_term;1.0;urban;y
female;no;0;not_graduate;no;medium_low;medium_low;medium_high;medium_long_term;nil;urban;y
male;yes;0;graduate;no;low;medium_low;medium_high;medium_long_term;1.0;urban;y
male;yes;1;graduate;yes;low;medium_high;medium_low;medium_long_term;1.0;rural;y
female;no;0;graduate;no;medium_high;medium_low;medium_high;medium_long_term;0.0;rural;n
male;yes;0;graduate;yes;low;medium_high;medium_high;medium_short_term;1.0;semiurban;y
male;no;0;graduate;yes;medium_high;medium_high;medium_high;medium_long_term;1.0;rural;y
male;yes;3;not_graduate;no;medium_low;null;medium_low;medium_short_term;1.0;rural;y
male;yes;1;graduate;no;medium_high;null;medium_low;medium_long_term;1.0;urban;n
male;no;0;graduate;no;high;null;medium_high;medium_long_term;1.0;rural;y
male;yes;3;graduate;no;high;null;high;medium_long_term;1.0;urban;y
male;yes;0;graduate;no;medium_low;medium_low;medium_high;medium_long_term;0.0;rural;n
male;no;0;not_graduate;no;low;null;medium_low;medium_long_term;1.0;urban;y
male;yes;2;not_graduate;no;medium_low;medium_low;medium_high;medium_long_term;1.0;urban;y
male;yes;0;graduate;yes;low;low;medium_high;medium_long_term;1.0;rural;y
male;yes;2;graduate;no;high;null;high;medium_long_term;1.0;rural;y
male;no;0;graduate;no;low;medium_high;medium_high;medium_long_term;nil;rural;y
male;yes;0;graduate;no;high;low;medium_high;medium_long_term;1.0;urban;y
male;yes;0;graduate;no;medium_high;medium_high;medium_high;medium_long_term;1.0;rural;y
male;yes;3;not_graduate;no;medium_high;low;medium_high;medium_short_term;0.0;semiurban;n
male;yes;3;graduate;no;high;medium_low;medium_high;medium_long_term;1.0;urban;y
male;yes;1;graduate;no;medium_low;medium_low;medium_low;medium_long_term;1.0;urban;y
male;no;0;graduate;no;low;null;medium_low;medium_long_term;1.0;urban;y
male;yes;2;not_graduate;no;medium_low;null;medium_low;medium_long_term;nil;rural;y
male;no;0;graduate;no;medium_high;medium_high;medium_high;medium_long_term;1.0;semiurban;y
female;yes;0;graduate;no;high;medium_high;medium_low;medium_long_term;nil;urban;y
male;yes;1;graduate;no;low;medium_low;medium_low;medium_long_term;1.0;semiurban;y
male;yes;3;not_graduate;yes;medium_high;medium_low;medium_high;medium_long_term;1.0;urban;y
male;yes;0;graduate;no;medium_high;low;medium_high;medium_long_term;1.0;urban;y
male;no;0;graduate;no;medium_low;medium_low;medium_high;medium_long_term;nil;semiurban;y
male;yes;0;graduate;no;medium_high;medium_low;medium_high;medium_long_term;1.0;rural;y
male;no;0;graduate;yes;high;null;medium_low;medium_short_term;1.0;rural;y
