gender,married,dependents,self_employed,applicantincome,coapplicantincome,loanamount,loan_amount_term,credit_history,property_area,loan_status
male,yes,1,no,5285,1430,161,360,0,semiurban,y
male,no,1,no,2679,1302,94,360,1,semiurban,y
male,no,0,no,6783,0,130,360,1,semiurban,y
male,yes,0,no,1025,5500,216,360,nil,rural,y
male,yes,3,no,4281,0,100,360,1,urban,y
male,no,2,no,3588,0,110,360,0,rural,n
male,no,1,no,11250,0,196,360,nil,semiurban,n
female,no,0,yes,18165,0,125,360,1,urban,y
male,no,0,nil,2550,2042,126,360,1,rural,y
male,yes,0,no,6133,3906,324,360,1,urban,y
male,no,2,no,3617,0,107,360,1,semiurban,y
male,yes,0,no,2917,536,66,360,1,rural,n
male,yes,3,no,6417,0,157,180,1,rural,y
female,yes,1,no,4608,2845,140,180,1,semiurban,y
female,no,0,no,2138,0,99,360,0,semiurban,n
female,no,1,nil,3652,0,95,360,1,semiurban,y
male,yes,1,no,2239,2524,128,360,1,urban,y
female,yes,0,no,3017,663,102,360,nil,semiurban,y
male,yes,0,no,2768,1950,155,360,1,rural,y
male,no,0,no,3358,0,80,36,1,semiurban,n
male,no,0,no,2526,1783,145,360,1,rural,y
female,no,0,no,5000,0,103,360,0,semiurban,n
male,yes,0,no,2785,2016,110,360,1,rural,y
male,yes,2,yes,6633,0,nil,360,0,rural,n
male,yes,1,no,2492,2375,nil,360,1,rural,y
male,yes,1,no,3333,3250,158,360,1,urban,y
male,yes,0,no,2454,2333,181,360,0,urban,n
male,yes,0,no,3593,4266,132,180,0,rural,n
male,yes,1,no,5468,1032,26,360,1,semiurban,y
female,no,0,no,2667,1625,84,360,nil,urban,y
male,yes,3,yes,10139,0,260,360,1,semiurban,y
male,yes,0,no,3887,2669,162,360,1,semiurban,y
female,yes,0,no,4180,2306,182,360,1,semiurban,y
male,yes,2,no,3675,242,108,360,1,semiurban,y
female,yes,1,yes,19484,0,600,360,1,semiurban,y
male,yes,0,no,5923,2054,211,360,1,rural,y
male,no,0,yes,5800,0,132,360,1,semiurban,y
male,yes,2,no,8799,0,258,360,0,urban,n
male,yes,0,no,4467,0,120,360,nil,rural,y
male,no,0,no,3333,0,70,360,1,urban,y
male,yes,3,no,3400,2500,123,360,0,rural,n
female,no,0,no,2378,0,9,360,1,urban,n
male,yes,0,no,3166,2064,104,360,0,urban,n
male,yes,1,no,3417,1750,186,360,1,urban,y
male,yes,nil,no,5116,1451,165,360,0,urban,n
male,yes,2,no,16666,0,275,360,1,urban,y
male,yes,2,no,6125,1625,187,480,1,semiurban,n
male,yes,3,no,6406,0,150,360,1,semiurban,n
male,yes,2,no,3159,461,108,84,1,urban,y
nil,yes,0,no,3087,2210,136,360,0,semiurban,n
male,no,0,no,3229,2739,110,360,1,urban,y
male,yes,1,no,1782,2232,107,360,1,rural,y
male,no,0,nil,3182,2917,161,360,1,urban,y
male,yes,2,no,6540,0,205,360,1,semiurban,y
male,no,0,no,1836,33837,90,360,1,urban,n
female,yes,0,no,3166,0,36,360,1,semiurban,y
male,yes,1,no,1880,0,61,360,nil,rural,n
male,yes,1,no,2787,1917,146,360,0,rural,n
male,yes,1,no,4283,3000,172,84,1,rural,n
male,yes,0,no,2297,1522,104,360,1,urban,y
female,no,0,no,2165,0,70,360,1,semiurban,y
nil,no,0,no,4750,0,94,360,1,semiurban,y
male,yes,2,yes,2726,0,106,360,0,semiurban,n
male,yes,0,no,3000,3416,56,180,1,semiurban,y
male,yes,2,yes,6000,0,205,240,1,semiurban,n
nil,no,3,yes,9357,0,292,360,1,semiurban,y
male,yes,0,no,3859,3300,142,180,1,rural,y
male,yes,0,yes,16120,0,260,360,1,urban,y
male,no,0,no,3833,0,110,360,1,rural,y
male,yes,2,yes,6383,1000,187,360,1,rural,n
male,no,nil,no,2987,0,88,360,0,semiurban,n
male,yes,0,yes,9963,0,180,360,1,rural,y
male,yes,2,no,5780,0,192,360,1,urban,y
female,no,3,nil,416,41667,350,180,nil,urban,n
male,yes,0,nil,2894,2792,155,360,1,rural,y
male,yes,3,no,5703,0,128,360,1,urban,y
male,no,0,no,3676,4301,172,360,1,rural,y
female,yes,1,no,12000,0,496,360,1,semiurban,y
male,yes,0,no,2400,3800,nil,180,1,urban,n
male,yes,1,no,3400,2500,173,360,1,semiurban,y
male,yes,2,no,3987,1411,157,360,1,rural,y
male,yes,0,no,3232,1950,108,360,1,rural,y
female,no,0,no,2900,0,71,360,1,rural,y
male,yes,3,no,4106,0,40,180,1,rural,y
male,yes,1,no,8072,240,253,360,1,urban,y
male,yes,2,no,7583,0,187,360,1,urban,y
female,no,0,yes,4583,0,133,360,0,semiurban,n
